id,image_url,scientific_name,common_name,iconic_taxon_name,taxon_id
190032,https://inaturalist-open-data.s3.amazonaws.com/photos/244440/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
263707,https://inaturalist-open-data.s3.amazonaws.com/photos/326472/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
301274,https://inaturalist-open-data.s3.amazonaws.com/photos/373613/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
341799,https://inaturalist-open-data.s3.amazonaws.com/photos/426079/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
378077,https://inaturalist-open-data.s3.amazonaws.com/photos/472843/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
397370,https://static.inaturalist.org/photos/497250/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
418112,https://inaturalist-open-data.s3.amazonaws.com/photos/526837/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
502014,https://inaturalist-open-data.s3.amazonaws.com/photos/638985/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
517300,https://static.inaturalist.org/photos/659337/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
533057,https://inaturalist-open-data.s3.amazonaws.com/photos/677831/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
547448,https://inaturalist-open-data.s3.amazonaws.com/photos/698991/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
561737,https://inaturalist-open-data.s3.amazonaws.com/photos/715635/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
562466,https://inaturalist-open-data.s3.amazonaws.com/photos/716553/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
612401,https://inaturalist-open-data.s3.amazonaws.com/photos/771947/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
615322,https://inaturalist-open-data.s3.amazonaws.com/photos/775958/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
663025,https://static.inaturalist.org/photos/835424/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
664046,https://static.inaturalist.org/photos/836671/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
685676,https://inaturalist-open-data.s3.amazonaws.com/photos/862887/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
719324,https://inaturalist-open-data.s3.amazonaws.com/photos/904040/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
745226,https://inaturalist-open-data.s3.amazonaws.com/photos/936917/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
747693,https://inaturalist-open-data.s3.amazonaws.com/photos/939797/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
822993,https://inaturalist-open-data.s3.amazonaws.com/photos/1038690/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
874128,https://inaturalist-open-data.s3.amazonaws.com/photos/1109404/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
894958,https://inaturalist-open-data.s3.amazonaws.com/photos/1138460/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1024195,https://inaturalist-open-data.s3.amazonaws.com/photos/1284021/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1101868,https://inaturalist-open-data.s3.amazonaws.com/photos/1385059/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
1129145,https://inaturalist-open-data.s3.amazonaws.com/photos/1419798/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
1170668,https://inaturalist-open-data.s3.amazonaws.com/photos/1476991/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
1173301,https://static.inaturalist.org/photos/1480580/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1276026,https://inaturalist-open-data.s3.amazonaws.com/photos/1600643/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1335867,https://inaturalist-open-data.s3.amazonaws.com/photos/1653592/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1353629,https://inaturalist-open-data.s3.amazonaws.com/photos/1675044/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1365070,https://inaturalist-open-data.s3.amazonaws.com/photos/1688570/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1515387,https://inaturalist-open-data.s3.amazonaws.com/photos/1877298/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1524388,https://inaturalist-open-data.s3.amazonaws.com/photos/1889129/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
1561866,https://static.inaturalist.org/photos/1933714/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
1583669,https://inaturalist-open-data.s3.amazonaws.com/photos/1955070/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1584460,https://inaturalist-open-data.s3.amazonaws.com/photos/1955344/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1600799,https://static.inaturalist.org/photos/1967809/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1621696,https://inaturalist-open-data.s3.amazonaws.com/photos/1991444/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1631000,https://static.inaturalist.org/photos/2000464/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
1677546,https://static.inaturalist.org/photos/2040293/small.,Alectoris chukar,Азиатский кеклик,Aves,846
1759483,https://inaturalist-open-data.s3.amazonaws.com/photos/2133606/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
1870775,https://inaturalist-open-data.s3.amazonaws.com/photos/2277859/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
1921985,https://inaturalist-open-data.s3.amazonaws.com/photos/2349323/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
1927177,https://inaturalist-open-data.s3.amazonaws.com/photos/2388717/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1931220,https://static.inaturalist.org/photos/2362707/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
1933980,https://inaturalist-open-data.s3.amazonaws.com/photos/2366142/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
1953163,https://inaturalist-open-data.s3.amazonaws.com/photos/2393118/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2011337,https://inaturalist-open-data.s3.amazonaws.com/photos/2449280/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2011340,https://inaturalist-open-data.s3.amazonaws.com/photos/2449283/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2011363,https://inaturalist-open-data.s3.amazonaws.com/photos/2449310/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2086999,https://static.inaturalist.org/photos/2496746/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
2129499,https://inaturalist-open-data.s3.amazonaws.com/photos/2531853/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2253499,https://static.inaturalist.org/photos/2552156/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2260161,https://static.inaturalist.org/photos/2553065/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2283450,https://inaturalist-open-data.s3.amazonaws.com/photos/2556350/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2319432,https://inaturalist-open-data.s3.amazonaws.com/photos/2579950/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2358628,https://inaturalist-open-data.s3.amazonaws.com/photos/2623493/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2376718,https://inaturalist-open-data.s3.amazonaws.com/photos/2647399/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
2380357,https://inaturalist-open-data.s3.amazonaws.com/photos/2652204/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
2390105,https://inaturalist-open-data.s3.amazonaws.com/photos/2661951/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2393517,https://inaturalist-open-data.s3.amazonaws.com/photos/2666682/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
2405670,https://inaturalist-open-data.s3.amazonaws.com/photos/2683836/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2452555,https://inaturalist-open-data.s3.amazonaws.com/photos/2740544/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2452754,https://inaturalist-open-data.s3.amazonaws.com/photos/2740820/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2630453,https://inaturalist-open-data.s3.amazonaws.com/photos/2947500/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2669657,https://inaturalist-open-data.s3.amazonaws.com/photos/2999757/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2688571,https://inaturalist-open-data.s3.amazonaws.com/photos/3023337/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2702995,https://inaturalist-open-data.s3.amazonaws.com/photos/3044182/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2737894,https://inaturalist-open-data.s3.amazonaws.com/photos/3090741/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2762253,https://inaturalist-open-data.s3.amazonaws.com/photos/3126046/small.JPG,Alectoris rufa,Красная куропатка,Aves,867
2765288,https://inaturalist-open-data.s3.amazonaws.com/photos/3130281/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2768740,https://inaturalist-open-data.s3.amazonaws.com/photos/3134771/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
2768741,https://inaturalist-open-data.s3.amazonaws.com/photos/3134772/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
2768755,https://inaturalist-open-data.s3.amazonaws.com/photos/3134930/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
2768798,https://inaturalist-open-data.s3.amazonaws.com/photos/3134985/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
2768817,https://inaturalist-open-data.s3.amazonaws.com/photos/3135037/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
2768825,https://inaturalist-open-data.s3.amazonaws.com/photos/3135038/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
2776255,https://inaturalist-open-data.s3.amazonaws.com/photos/3145236/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2851942,https://inaturalist-open-data.s3.amazonaws.com/photos/3253049/small.jpg,Alectoris graeca,Европейский кеклик,Aves,863
2885712,https://inaturalist-open-data.s3.amazonaws.com/photos/3298034/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2905613,https://inaturalist-open-data.s3.amazonaws.com/photos/3323920/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2908910,https://inaturalist-open-data.s3.amazonaws.com/photos/3328082/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
2930440,https://static.inaturalist.org/photos/3357798/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2955811,https://static.inaturalist.org/photos/3391498/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2965578,https://static.inaturalist.org/photos/3405419/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2977834,https://inaturalist-open-data.s3.amazonaws.com/photos/3422497/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
2986424,https://inaturalist-open-data.s3.amazonaws.com/photos/3433620/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
2993384,https://inaturalist-open-data.s3.amazonaws.com/photos/3443124/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
3036082,https://static.inaturalist.org/photos/3495247/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3053909,https://inaturalist-open-data.s3.amazonaws.com/photos/3518109/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3073253,https://inaturalist-open-data.s3.amazonaws.com/photos/3541928/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3094447,https://inaturalist-open-data.s3.amazonaws.com/photos/3569225/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
3118957,https://inaturalist-open-data.s3.amazonaws.com/photos/3606692/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3118963,https://inaturalist-open-data.s3.amazonaws.com/photos/3606701/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3155338,https://inaturalist-open-data.s3.amazonaws.com/photos/3647423/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3157867,https://inaturalist-open-data.s3.amazonaws.com/photos/3650216/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3186910,https://inaturalist-open-data.s3.amazonaws.com/photos/3688048/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3207085,https://inaturalist-open-data.s3.amazonaws.com/photos/3711999/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3268717,https://inaturalist-open-data.s3.amazonaws.com/photos/3777410/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3268737,https://inaturalist-open-data.s3.amazonaws.com/photos/3777479/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3278923,https://inaturalist-open-data.s3.amazonaws.com/photos/3791012/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
3304217,https://inaturalist-open-data.s3.amazonaws.com/photos/3819169/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3330544,https://inaturalist-open-data.s3.amazonaws.com/photos/3845883/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3373564,https://inaturalist-open-data.s3.amazonaws.com/photos/3895271/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3373570,https://inaturalist-open-data.s3.amazonaws.com/photos/3895342/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3426447,https://static.inaturalist.org/photos/3969121/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3462978,https://inaturalist-open-data.s3.amazonaws.com/photos/4020952/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3477540,https://inaturalist-open-data.s3.amazonaws.com/photos/4042911/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3504593,https://inaturalist-open-data.s3.amazonaws.com/photos/4078329/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3511338,https://inaturalist-open-data.s3.amazonaws.com/photos/4087767/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3516204,https://inaturalist-open-data.s3.amazonaws.com/photos/4117743/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3583779,https://static.inaturalist.org/photos/4154965/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3633264,https://inaturalist-open-data.s3.amazonaws.com/photos/4198035/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3652812,https://inaturalist-open-data.s3.amazonaws.com/photos/4227051/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3673376,https://inaturalist-open-data.s3.amazonaws.com/photos/4254547/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3677456,https://inaturalist-open-data.s3.amazonaws.com/photos/4261095/small.JPG,Alectoris chukar,Азиатский кеклик,Aves,846
3704697,https://inaturalist-open-data.s3.amazonaws.com/photos/4301605/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
3744031,https://inaturalist-open-data.s3.amazonaws.com/photos/4354168/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
3753006,https://static.inaturalist.org/photos/4368430/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3757044,https://static.inaturalist.org/photos/4374712/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
3841226,https://static.inaturalist.org/photos/9263758/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
3881839,https://inaturalist-open-data.s3.amazonaws.com/photos/4554452/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
3910899,https://inaturalist-open-data.s3.amazonaws.com/photos/4598244/small.jpeg,Alectoris rufa rufa,,Aves,630044
3962002,https://inaturalist-open-data.s3.amazonaws.com/photos/4671080/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
3986446,https://inaturalist-open-data.s3.amazonaws.com/photos/4705779/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4025328,https://inaturalist-open-data.s3.amazonaws.com/photos/4757649/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4054090,https://inaturalist-open-data.s3.amazonaws.com/photos/4802298/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4060488,https://inaturalist-open-data.s3.amazonaws.com/photos/4810849/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4154298,https://inaturalist-open-data.s3.amazonaws.com/photos/4947384/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4156180,https://static.inaturalist.org/photos/4949896/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4197282,https://static.inaturalist.org/photos/5001496/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4229898,https://inaturalist-open-data.s3.amazonaws.com/photos/5052187/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4268969,https://inaturalist-open-data.s3.amazonaws.com/photos/5111364/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
4303851,https://inaturalist-open-data.s3.amazonaws.com/photos/5166595/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4317351,https://static.inaturalist.org/photos/5189064/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4429386,https://inaturalist-open-data.s3.amazonaws.com/photos/5329082/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4433916,https://static.inaturalist.org/photos/5335320/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
4481416,https://inaturalist-open-data.s3.amazonaws.com/photos/5410462/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4500461,https://inaturalist-open-data.s3.amazonaws.com/photos/5439956/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4505167,https://inaturalist-open-data.s3.amazonaws.com/photos/5448460/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4516368,https://inaturalist-open-data.s3.amazonaws.com/photos/5465755/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4531203,https://inaturalist-open-data.s3.amazonaws.com/photos/5489187/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4541090,https://inaturalist-open-data.s3.amazonaws.com/photos/5499203/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
4586896,https://inaturalist-open-data.s3.amazonaws.com/photos/5541954/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4586897,https://inaturalist-open-data.s3.amazonaws.com/photos/5541955/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4586898,https://inaturalist-open-data.s3.amazonaws.com/photos/5541956/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4586899,https://inaturalist-open-data.s3.amazonaws.com/photos/5541957/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4651147,https://inaturalist-open-data.s3.amazonaws.com/photos/5629423/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4651522,https://inaturalist-open-data.s3.amazonaws.com/photos/5629856/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4656649,https://inaturalist-open-data.s3.amazonaws.com/photos/5636809/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4704933,https://inaturalist-open-data.s3.amazonaws.com/photos/5694795/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
4727158,https://inaturalist-open-data.s3.amazonaws.com/photos/5715402/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4740597,https://inaturalist-open-data.s3.amazonaws.com/photos/5740357/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4740598,https://inaturalist-open-data.s3.amazonaws.com/photos/5740358/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
4741094,https://inaturalist-open-data.s3.amazonaws.com/photos/5741429/small.jpeg,Alectoris rufa intercedens,,Aves,630043
4765620,https://inaturalist-open-data.s3.amazonaws.com/photos/5801353/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4780613,https://inaturalist-open-data.s3.amazonaws.com/photos/5824121/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4780623,https://inaturalist-open-data.s3.amazonaws.com/photos/5824139/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4862810,https://static.inaturalist.org/photos/5905897/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
4865350,https://inaturalist-open-data.s3.amazonaws.com/photos/5909538/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
4948827,https://inaturalist-open-data.s3.amazonaws.com/photos/6035779/small.jpeg,Alectoris,Кеклики,Aves,845
5000228,https://inaturalist-open-data.s3.amazonaws.com/photos/6112124/small.jpeg,Alectoris barbara koenigi,,Aves,625973
5023870,https://inaturalist-open-data.s3.amazonaws.com/photos/6148407/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
5029987,https://inaturalist-open-data.s3.amazonaws.com/photos/6157747/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5084166,https://inaturalist-open-data.s3.amazonaws.com/photos/6244307/small.jpg,Alectoris barbara koenigi,,Aves,625973
5084283,https://inaturalist-open-data.s3.amazonaws.com/photos/6244515/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5085477,https://static.inaturalist.org/photos/6246245/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
5088566,https://static.inaturalist.org/photos/6250960/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5282337,https://inaturalist-open-data.s3.amazonaws.com/photos/6531503/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5298836,https://static.inaturalist.org/photos/6558121/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5441307,https://inaturalist-open-data.s3.amazonaws.com/photos/6695923/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5456967,https://inaturalist-open-data.s3.amazonaws.com/photos/6716444/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
5488480,https://inaturalist-open-data.s3.amazonaws.com/photos/6761117/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5488751,https://static.inaturalist.org/photos/6762106/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
5492660,https://static.inaturalist.org/photos/6767363/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5528725,https://static.inaturalist.org/photos/6821718/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5529518,https://static.inaturalist.org/photos/6822697/small.png,Alectoris chukar,Азиатский кеклик,Aves,846
5540480,https://inaturalist-open-data.s3.amazonaws.com/photos/6838935/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
5555384,https://inaturalist-open-data.s3.amazonaws.com/photos/6857968/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
5566434,https://inaturalist-open-data.s3.amazonaws.com/photos/6872361/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
5603246,https://inaturalist-open-data.s3.amazonaws.com/photos/6923349/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5621401,https://inaturalist-open-data.s3.amazonaws.com/photos/6950145/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
5630704,https://inaturalist-open-data.s3.amazonaws.com/photos/6964285/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5649149,https://inaturalist-open-data.s3.amazonaws.com/photos/6991688/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5665845,https://inaturalist-open-data.s3.amazonaws.com/photos/7013690/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
5670769,https://inaturalist-open-data.s3.amazonaws.com/photos/7021880/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5690749,https://static.inaturalist.org/photos/7048609/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5745180,https://inaturalist-open-data.s3.amazonaws.com/photos/7128994/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5840896,https://inaturalist-open-data.s3.amazonaws.com/photos/7267309/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5903453,https://inaturalist-open-data.s3.amazonaws.com/photos/7361948/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
5931989,https://inaturalist-open-data.s3.amazonaws.com/photos/7402986/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5952931,https://inaturalist-open-data.s3.amazonaws.com/photos/7435422/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
5952935,https://static.inaturalist.org/photos/7435424/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
6098264,https://inaturalist-open-data.s3.amazonaws.com/photos/7628883/small.jpeg,Alectoris rufa,Красная куропатка,Aves,867
6131846,https://static.inaturalist.org/photos/7680208/small.jpg,Alectoris rufa,Красная куропатка,Aves,867
6144836,https://inaturalist-open-data.s3.amazonaws.com/photos/7700432/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
6153540,https://inaturalist-open-data.s3.amazonaws.com/photos/7714047/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
6159591,https://inaturalist-open-data.s3.amazonaws.com/photos/7723233/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
6161498,https://static.inaturalist.org/photos/7725990/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
6169416,https://inaturalist-open-data.s3.amazonaws.com/photos/7738187/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
6201114,https://static.inaturalist.org/photos/7785330/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
6248797,https://static.inaturalist.org/photos/7855998/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
6256894,https://static.inaturalist.org/photos/7868286/small.png,Alectoris chukar,Азиатский кеклик,Aves,846
6258712,https://inaturalist-open-data.s3.amazonaws.com/photos/7870833/small.jpeg,Alectoris chukar,Азиатский кеклик,Aves,846
6285274,https://inaturalist-open-data.s3.amazonaws.com/photos/7910120/small.jpg,Alectoris chukar,Азиатский кеклик,Aves,846
6331458,https://inaturalist-open-data.s3.amazonaws.com/photos/7976781/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
6331849,https://static.inaturalist.org/photos/7977343/small.jpeg,Alectoris graeca,Европейский кеклик,Aves,863
